speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert,party,question_clean,qud_answer_fit,qud_question_fit
Donald Trump,"Because there has never been an administration or president who has done more than I've done in a period of three and a half years, and that's despite the impeachment hoax, and you saw what happened today with Hillary Clinton where it was a whole, big con job. But despite going through all of these things where I had to fight both flanks and behind me and above there has never been an administration that's done what I've done. The greatest before COVID came in, the greatest economy in history, lowest unemployment numbers. Everything was good. Everything was going. And by the way there was unity going to happen. People were calling me. For the first time in years they were calling, and they were saying it's time maybe. And then what happened? We got hit, but now we're building it back up again. A rebuilding of the military, including Space Force and all of the other things, a fixing of the VA, which was a mess under him. 308, 000 people died because they didn't have proper healthcare. It was a mess. ",Pres,2020,2020-09-29,1,What achievements has the current administration accomplished despite facing significant challenges?,"When a president - I'm going to ask a question. When the president seeks a second term, it is generally a referendum on his record, but Vice President Biden, you like to quote one of your dad's sayings, which is don't compare me to the almighty. Compare me to the alternative. And in this case, sir, you are the alternative. Looking at both of your records, I'm going to ask each of you why should voters elect you president over your opponent?",0.9276717901,0.8936623335,0.7017265558,0.1421737522,Republican,Why should voters elect you president over your opponent?,3,3
Joe Biden,So wrong.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"And we now got a 91 percent approval rating at the VA. Our vets - we take care of our vets, but we've rebuilt our military. The job that we've done - and I'll tell you something. Some people say maybe the most important. By the end of the first term I'll have approximately 300 federal judges and court of appeals judges, 300, and hopefully three great Supreme Court judges - justices. That is a record the likes of which very few people - and you know one of the reasons I'll have so many judges? Because President Obama and him left me 128 judges to fill. When you leave office, you don't leave any judges. That's like you just don't do that. They left 128 openings, and if I were a member of his party, because they have a little different philosophy, I'd say if you left us 128 openings you can't be a good president, you can't be a good vice president. But I want thank you because it gives us almost - it'll probably be above that number. By the end of this term - ",Pres,2020,2020-09-29,1,"What is the significance of the federal judges appointed during your term, and how does it reflect on the previous administration's actions regarding judicial vacancies?","When a president - I'm going to ask a question. When the president seeks a second term, it is generally a referendum on his record, but Vice President Biden, you like to quote one of your dad's sayings, which is don't compare me to the almighty. Compare me to the alternative. And in this case, sir, you are the alternative. Looking at both of your records, I'm going to ask each of you why should voters elect you president over your opponent?",0.8619490862,0.8972524405,0.7454185486,0.2262675166,Republican,Why should voters elect you president over your opponent?,3,3
Chris Wallace,"Time, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,- - 300 judges. It's a record.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Looking at both your records, why should voters elect you president as opposed to president Trump? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Under this president -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,You have two minutes uninterrupted.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Under this president, we've become weaker, sicker, poorer, more divided, and more violent. When I was vice president, we inherited a recession. I was asked to fix it. I did. We left him a booming economy, and he caused a recession. With regard to being weaker, the fact is that I've gone head- to- head with Putin and made it clear to him we're not going to take any of his stuff. He's Putin's puppy. He still refuses to even say anything Putin about the bounty on the heads of American soldiers. ",Pres,2020,2020-09-29,1,What impact has the current president had on the strength and stability of the United States?,"When a president - I'm going to ask a question. When the president seeks a second term, it is generally a referendum on his record, but Vice President Biden, you like to quote one of your dad's sayings, which is don't compare me to the almighty. Compare me to the alternative. And in this case, sir, you are the alternative. Looking at both of your records, I'm going to ask each of you why should voters elect you president over your opponent?",0.9351002574,0.9007068276,0.7418254018,0.2945183516,Democratic,Why should voters elect you president over your opponent?,3,3
Donald Trump,Your son got $3. 5 million.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"No, no, no. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"(inaudible) ok, and by the way, my son - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,(inaudible),Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Mr. President. No, wait a minute. Mr. President, your campaign agreed to both side would get two- minute answers uninterrupted. Well, your side agreed to it, and why don't you observe what your campaign agreed to as a ground rule. ok, sir? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,He never keeps his word. You can add back -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,(inaudible) .,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"No, no, no. I'm not asking. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,(inaudible) . That's all.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"That was a rhetorical question. Go ahead, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Can you add back 30 seconds?,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Yes, yes. You may have - ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,All right.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Go ahead.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"So thirdly, we're poorer. The billionaires have gotten much more wealthy by a tune of over $300 billion to $400 billion more just since COVID. You in the home, you got less. You're in more trouble that you were before. In terms of being more violent, when we were in office there were 15 percent less violence in America than there is today. He's president of the United States. It's on his watch. And with regard to more divided, the nation can't stay divided. We can't be this way. And speaking of my son, the way you talk about the military, the way you talk about them being losers and being - and just being suckers, my son was in Iraq. He spent a year there. He got the - he got the Bronze Star. He got the Conspicuous Service Medal. He was not a loser. He was a patriot and the people left behind there were heroes. ",Pres,2020,2020-09-29,1,"What factors have contributed to the worsening situation for American citizens since COVID, particularly in terms of wealth disparity, violence, and national division?","When a president - I'm going to ask a question. When the president seeks a second term, it is generally a referendum on his record, but Vice President Biden, you like to quote one of your dad's sayings, which is don't compare me to the almighty. Compare me to the alternative. And in this case, sir, you are the alternative. Looking at both of your records, I'm going to ask each of you why should voters elect you president over your opponent?",0.8585633039,0.8830642104,0.6604841948,0.1329008341,Democratic,Why should voters elect you president over your opponent?,2,3
Donald Trump,Oh really. Really?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,And I resent like hell,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Are you talking about Hunter?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"I'm talking of my son Bo Biden, you're talking about  ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"I don't know - - I don't know Bo, I know Hunter. Hunter got thrown - - Hunter got thrown out of the military. He was thrown out, dishonorably discharged for cocaine use. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"That's not true, he wasn't dishonorably  ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,And he didn't have a job until you became vice president. And once you became vice president,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,None of that is true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"  he made a fortune in Ukraine, in China, in Moscow, and various other places. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That is simply not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,He made a fortune.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,My son - - my son,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Gentlemen,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,And he didn't have a job.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"My son, like a lot of people - - like a lot of people we know at home had a drug problem. He's over taken it. He's - - he's fixed it - - he's worked on it and I'm proud of him. I'm proud of my son. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,By why was he given tens of millions of dollars.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,But he wasn't given tens of millions of - - that is totally,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,He was given tens of millions of dollars.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That is totally - - that's a totally,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"President Trump, you've already - - but we've already - - we've already  ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,totally discredited.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,We've - - we've already been through this. I think the American people would rather here about more substantial subjects.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,So do I.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Well, you know, as the moderator, sir, I'm going to make a judgment call here  ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I know but when somebody gets $3. 5 million from the mayor of Moscow, I think it's a terrible thing. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,ok. Right. Let's talk about - - let's about,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,That is not true. That report is totally discredited.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Why did he get it?,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,I - - I - - I think,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Mitt Romney on that committee said it wasn't worth tax payers' money. That report is written for political reason.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"You know, I'd like to talk about climate change. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,So would I.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"ok. The forest fires in the west are raging now. They have burned millions of acres. They have displaced hundreds of thousands of people. When state officials there blame the fires on climate change, Mr. President, you said I don't think the science knows. Over your four years you have pulled the U. S. out of the Paris Climate Accord. You have rolled back a number of Obama environmental records. What do you believe about the science of climate change and what will you do in the next four years to confront it? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I want crystal clean water and air. I want beautiful clean air. We have now the lowest carbon. If you look at our numbers right now, we are doing phenomenally. But I haven't destroyed our businesses. Our businesses aren't put out of commission. If you look at the Paris Accord, it was a disaster from our stand point. And people are actually very happy about what's going on because our businesses are doing well. As far as the fires are concerned, you need forest management. In addition to everything else; the forest floors are loaded up with trees, dead trees that are years old and they're like leaves and everything else. You drop a cigarette in there, the whole forest burns down. You've got to have forest management, you've got to have cuts  ",Pres,2020,2020-09-29,1,What actions can be taken to achieve clean air and water while supporting business and managing natural resources effectively?,"The forest fires in the west are raging now. They have burned millions of acres. They have displaced hundreds of thousands of people. When state officials there blame the fires on climate change, Mr. President, you said I don't think the science knows. Over your four years you have pulled the U. S. out of the Paris Climate Accord. You have rolled back a number of Obama environmental records. What do you believe about the science of climate change and what will you do in the next four years to confront it? ",0.8687472343,0.9199939966,0.7569556832,0.3177250624,Republican,What do you believe about the science of climate change and what will you do in the next four years to confront it?,3,3
Chris Wallace,"What do you believe - - what do you believe about the science of climate change, sir? ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I believe that we have to do everything we can to have immaculate air, immaculate water and do whatever else we can that's good. You know we're planting a billion trees, the Billion Tree Project. And it's very exciting for a lot of people. ",Pres,2020,2020-09-29,1,What actions can be taken to improve air and water quality?,"What do you believe - - what do you believe about the science of climate change, sir? ",0.8631900549,0.9026005268,0.7304555178,0.3002012372,Republican,What do you believe about the science of climate change?,3,3
Chris Wallace,Do you believe that - - that human pollution - - gas - - greenhouse gas emissions contributes to the global warming of the planet?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"I think a lot of things do but I think to an extent yes - - I think to an extent yes. But I also think we have to do better management of our forest. Every year I get the call California is burning. California is burning. If that was cleaned - - if that were - - if you have forest management, good forest management, you wouldn't be getting those calls. You know in Europe they live - - they have forest cities - - they're called forest cities. They maintain their forest, they manage their forest. I was with the head of major country. It's a forest city. He said, sir, we have trees that are far more - - they - - they ignite much easier than California. There shouldn't be that problem. I spoke with the governor about it. I'm getting along very well with the governor. But I said, you know, at some point you can't every year have hundreds of thousands of acres of land just burn to the ground. That's burning down because of a lack of management. ",Pres,2020,2020-09-29,1,How can better forest management help prevent the recurring wildfires in California?,Do you believe that - - that human pollution - - gas - - greenhouse gas emissions contributes to the global warming of the planet?,0.8493160009,0.9050811529,0.770221591,0.2795323133,Republican,Do you believe that greenhouse gas emissions contribute to global warming?,3,1
Chris Wallace,"But sir, if you believe in the science of climate change, why have you rolled back the Obama clean power plan, which limited carbon emissions in power plants. Why have you relaxed  ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,Because it was driving energy prices through the sky,Pres,2020,2020-09-29,1,What was the reason for the surge in energy prices?,"But sir, if you believe in the science of climate change, why have you rolled back the Obama clean power plan, which limited carbon emissions in power plants. Why have you relaxed  ",0.8793286681,0.8991782665,0.7302252054,0.427226454,Republican,"Why have you rolled back the Obama clean power plan, which limited carbon emissions in power plants?",3,3
Chris Wallace,Why have you relaxed fuel economy standards that are going to create more pollution form cars and trucks?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Well, not really because what's happening is the car is much less expensive and it's a much safer car and you're talking about a tiny difference. And then what would happen because of the cost of the car, you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer, it would be much cheaper by  ",Pres,2020,2020-09-29,1,What are the impacts of making cars more affordable on safety and consumer purchases?,Why have you relaxed fuel economy standards that are going to create more pollution form cars and trucks?,0.8889312744,0.9255648851,0.8381356001,0.5278095603,Republican,Why have you relaxed fuel economy standards that will create more pollution from cars and trucks?,3,3
Chris Wallace,"But in the case of California, they've simply ignored  ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"No, but you would take a lot of cars off the market because people would be able to afford a car. Now - - so - - and by the way, we're going to see how that turns out but a lot of people agree with me, many people. The care has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,ok.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,And by the - - and - - and - - and I'm ok with electric cars too. I think - - I'm all for electric cars. I've given big incentives for electric cars. But what they've done in California is just crazy.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"All right. Vice President, I'd like to respond to the president's climate change record. But I also want to ask you about a concern. You proposed $2 trillion in green jobs. You talk about new limits. Not abolishing. But new limits on fracking, ending the use of fossil fuels to generate electricity by 2035, and zero net emission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"He's absolutely wrong, number one. Number two, if in fact when - - when our - - during our administration, the Recovery Act, I was able to - - I was in charge - - able to bring down the cost of renewable energy to cheaper than or as cheap as coal and gas and oil. Nobody is going to build another coal fired plant in America. No one is going to build another oil fire plant in America. They're going to move to renewable energy - - number one. Number two, we're going to make sure that we are able to take the federal fleet and turn it into a fleet that's run on their electric vehicles. Making sure that we can do that, we're going to put 500, 000 charging stations in all of the highways that we're going to be building in the future. We're going to build an economy that, in fact, is going to provide for the ability, us , to take 4 million buildings and make sure that they, in fact, are weatherized in a way that, in fact, they'll - - they'll emit significantly less gas and oil because the heat will not be going out. There are so many things that we can do now to create thousands and thousands of jobs. We can get to net zero in terms of energy production by 2035. Not only not costing people jobs, creating jobs, creating millions of good paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that, in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what's happening. It's all falling apart. And talk about someone who has no - - no relationship to - - with foreign policy. Brazil, the rainforest in Brazil are being torn down, are being ripped down. More - - more carbon is absorbed in that rainforest than every bit of carbon that's emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion and say, here's $20 billion, stop - - stop tearing down the forest. And if you don't, then you're going to have significant economic consequences or consequence. ",Pres,2020,2020-09-29,1,What strategies will be implemented to transition the United States to renewable energy and combat climate change while creating jobs?,"You proposed $2 trillion in green jobs. You talk about new limits. Not abolishing. But new limits on fracking, ending the use of fossil fuels to generate electricity by 2035, and zero net emission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs. ",0.8970844746,0.9446841478,0.8691887259,0.5050877333,Democratic,Would your green jobs proposal and policies on fracking and fossil fuels tank the economy and cost millions of jobs?,3,3
Chris Wallace,What about - - what about the argument that President Trump basically says that you have to balance environmental interest and economic interest and he's drawn his line?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"Well, he hasn't drawn a line. He still, for example, makes sure that we - - he wants to make sure that methane is not a problem. We can - - you can now emit more methane without it being a problem. Methane. ",Pres,2020,2020-09-29,1,What has the speaker observed about the current administration's stance on methane emissions?,What about - - what about the argument that President Trump basically says that you have to balance environmental interest and economic interest and he's drawn his line?,0.9254077673,0.9188481569,0.7674553394,0.3473988771,Democratic,What about the argument that you have to balance environmental interest and economic interest?,3,1
Donald Trump,Not true.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,This is a guy who says that you don't have to have mileage standards for automobiles that exist now. This is a guy who says that - -,Pres,2020,2020-09-29,1,What is the position of this individual regarding mileage standards for current automobiles?,What about - - what about the argument that President Trump basically says that you have to balance environmental interest and economic interest and he's drawn his line?,0.8610883951,0.9042215347,0.7027167678,0.1556294113,Democratic,What about the argument that President Trump says you have to balance environmental interest and economic interest?,3,1
Donald Trump,"Not true, not true. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,It's all true. And here's the deal - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"You're talking about the Green New Deal. And it's not $2 billion, or $20 billion as you said. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,I'm - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,It's $100 trillion.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,I'm talking about the climate - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Where they want to rip down buildings - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Go for a minute and then we can go.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,- - and rebuild the buildings.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"No, that is not - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"It's the dumbest, most ridiculous - - ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,- - that is not - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,- - where airplanes are out of business.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That's - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,Where two car systems are out.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Where they want to take out the cows, too. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"You know, that's not true either, right? ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,This is a - - this is a $100 trillion. That's more money than our country could make in 100 years if we're going to - -,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That's simply not the case. It's not the - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,All right. Let me - - let me - -,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,It will destroy our country.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Because I actually - - wait a minute, sir. I actually have studied your plan. And it includes upgrading 4 million buildings. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Yes.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Weatherizing 2 million homes over four years. Building one and a half million energy efficient homes. So, the question becomes, some - - the president is saying, I think some people who support the president would say, that sounds like it's going to cost a lot of money and hurt the economy. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"What it's going to do, it's going to create thousands and millions of jobs. Good paying jobs. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,A hundred trillions dollars.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,"Let him finish, sir. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,He doesn't know how to do that. They - -,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,A hundred trillion dollars.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"The fact is, it's going to create millions of good- paying jobs and these tax incentives to people - - for people to weatherize, which he wants to get - - get rid of. It's going to make the economy much safer. Look how much we're paying now to deal with the hurricanes, with - - to deal with - - by the way, he has an answer for hurricanes. He said maybe we should drop a nuclear weapon on them. They may  - - ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,I never said that at all.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"Actually, you did say it. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,You made it up.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,And here's the deal.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,You make up a lot of things.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,"We're going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean and we all are in better shape. We spent billions of dollars now, billions of dollars on floods, hurricanes, rising seas. We're in real trouble. Look at what has happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. That didn't happen before. They are because of global warming. We make up 15 percent of the world's problem. We, in fact - - but the rest of the world, we've got to get them to come along. That is why we've got to get back into, back into the Paris Accord. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"All right, gentlemen, we ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"Wait a minute, Chris, so why didn't he do it for 47 years? You were vice president, why didn't you get the world - - China sends up real dirt into the air. Russia does, India does, they all do. We're supposed to be good. And by the way, he made a couple of statements. The Green New Deal is $100 trillion ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,That is not my plan. The Green New Deal is not my plan.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Well, you want to rebuild every building. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Gentlemen,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,He made a statement about the military. He said I said something about the military. He and his friends made it up and then they went with it. I never said it.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,ok.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,That is not true.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Mr. Vice President,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,He called the military stupid bastards.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,I did not say that.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Mr. Vice President,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,"He said, stupid bastards. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Chris Wallace,Stop.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Donald Trump,I would never say that to the military.,Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,Play it.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"Go ahead, Mr. Vice President, answer his final question. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"The final question is, I can't remember which in all his ranting. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,I'm having a little trouble myself. But - - and about the economy and about this question of what it's going to cost?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,The economy,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"I mean, the Green New Deal and the idea of what your environmental change will do. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"The Green New Deal will pay for itself as we move forward. We are not going to build plants that, in fact, are great polluting plants. We're going to build ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Do you support the Green New Deal?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,Pardon me?,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,Do you support the Green New Deal?,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"No, I don't support the Green New Deal. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Donald Trump,"Oh, you don't? Oh, that is a big statement. ",Pres,2020,2020-09-29,1,,,,,,,Republican,,,
Joe Biden,I support the Biden plan that I put forward.,Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,ok.,Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"The Biden plan, which is different than what he calls the radical Green New Deal. ",Pres,2020,2020-09-29,1,,,,,,,Democratic,,,
Chris Wallace,"All right. Gentlemen, final segment, election integrity. As we meet tonight, millions of Americans are receiving mail- in ballots or going to vote early. How confident should we be that this will be a fair election? And what are you prepared to do over the next five- plus weeks, because it will not only be to Election Day, but also counting some ballots, mail- in ballots after Election Day, what are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election? In this final segment, Mr. Vice President, you go first. ",Pres,2020,2020-09-29,0,,,,,,,Moderator,,,
Joe Biden,"I'm prepared to let people vote. They should go to iwillvote. com. Decide how they're going to vote, when they're going to vote, and what means by which they are going to vote. His own homeland security director as well as the FBI director says there is no evidence at all that mail- in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail- in ballots, like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida, number one. Number two, we are going to make sure that those people who want to vote in person are able to vote because enough poll watchers are there to make sure they can socially distance, the polls are open on time, and that polls stay open until the votes are counted. And this is all about trying to dissuade people from voting because he's trying to scare people into thinking that it's not going to be legitimate. Show up and vote. You will determine the outcome of this election. Vote, vote, vote. If you're able to vote early in your state, vote early. If you're able to vote in person, vote in person. Vote whatever way is the best way for you because you will - - he cannot stop you from being able to determine the outcome of this election. And in terms of whether or not when the votes are counted and they are all counted, that will be accepted. If I win, that will be accepted. If I lose, that will be accepted. But, by the way, if, in fact, he says he's not sure what he's going to accept, well, let me tell you something, it doesn't matter because if we get the votes come it's going to be all over. He's going to go. He can't stay in power. It won't happen. It won't happen. So vote. Just make sure you understand, you have it in your control to determine what this country is going to look like the next four years. Is it going to change, or are you going to get four more years of these lies? ",Pres,2020,2020-09-29,1,How can citizens ensure their voting rights are protected and participate effectively in the upcoming election?,"As we meet tonight, millions of Americans are receiving mail- in ballots or going to vote early. How confident should we be that this will be a fair election? And what are you prepared to do over the next five- plus weeks, because it will not only be to Election Day, but also counting some ballots, mail- in ballots after Election Day, what are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election?",0.8838614821,0.9175255299,0.820043087,0.3440371454,Democratic,How confident should we be that this will be a fair election?,3,3
